Embryo_ID,Cell_ID,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum,Identity
013018Abl_CK4,12,I,21131,192.62,144.97,14.621,40.086,8.47E+05,147.38,3.11E+06,DP
013018Abl_CK4,14,I,28999,187.93,348.92,17.484,60.703,1.76E+06,142.27,4.13E+06,DP
013018Abl_CK4,17,I,21716,195.22,294.94,23.415,64.646,1.40E+06,129.81,2.82E+06,DP
013018Abl_CK4,23,I,22726,191.36,242.16,33.247,54.506,1.24E+06,139.28,3.17E+06,DP
013018Abl_CK4,26,I,2842,125.07,209.14,36.529,41.296,1.17E+05,136.96,3.89E+05,DP
013018Abl_CK4,18,I,25998,121.25,337.84,25.838,36.043,9.37E+05,133.55,3.47E+06,DP
013018Abl_CK4,23.2,I,22726,157,215,27,44.298,,138.739,3.17E+06,DP
013018Abl_CK4,27,I,24645,113.56,233.09,40.634,35.838,8.83E+05,128.12,3.16E+06,DP
013018Abl_CK4,17.2,I,21716,182,264,14,44.956,,134.944,,EPI
013018Abl_CK4,28,I,22878,130.34,310.97,41.557,30.984,7.09E+05,119.29,2.73E+06,EPI
013018Abl_CK4,3,I,13349,194.64,230.46,5.4626,92.709,1.24E+06,143.47,1.92E+06,PRE
013018Abl_CK4,4,I,14557,247.76,253.7,5.6187,131.19,1.91E+06,127.75,1.86E+06,PRE
013018Abl_CK4,6,I,15216,202.87,290,7.6085,124.35,1.89E+06,136.47,2.08E+06,PRE
013018Abl_CK4,8,I,19932,212.13,193.19,12.418,102.47,2.04E+06,134.9,2.69E+06,PRE
013018Abl_CK4,9,I,13674,238.17,295.93,13.52,115.62,1.58E+06,134.34,1.84E+06,PRE
013018Abl_CK4,11,I,14140,138.7,222.09,16.955,128.18,1.81E+06,140.64,1.99E+06,PRE
013018Abl_CK4,13,I,12298,215.85,221.64,18.43,106.47,1.31E+06,136.41,1.68E+06,PRE
013018Abl_CK4,15,I,23384,105.26,245.03,22.972,124.26,2.91E+06,143.7,3.36E+06,PRE
013018Abl_CK4,20,I,20672,179.35,150.03,27.239,75.948,1.57E+06,167.71,3.47E+06,PRE
013018Abl_CK4,21,I,18593,201.03,334.72,32.204,87.731,1.63E+06,134.07,2.49E+06,PRE
013018Abl_CK4,22,I,17844,209.25,181.11,31.262,90.671,1.62E+06,123.31,2.20E+06,PRE
013018Abl_CK4,25,I,28276,173.59,167.84,42.11,85.148,2.41E+06,150.51,4.26E+06,PRE
013018Abl_CK4,30,I,14321,158.95,255.79,47.467,66.491,9.52E+05,112.15,1.61E+06,PRE
