Embryo_ID,Cell_ID,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum,Identity
013118Abl_CL5,1,I,16199,277.91,266.57,5.3293,55.423,8.98E+05,176.28,2.86E+06,DP
013118Abl_CL5,2,I,13748,186.62,281.64,4.2513,48.733,6.70E+05,239.83,3.30E+06,DP
013118Abl_CL5,3,I,8170,262.6,198.12,5.061,33.762,2.76E+05,183.43,1.50E+06,EPI
013118Abl_CL5,4,I,35424,169.18,207.64,8.5511,36.18,1.28E+06,212.9,7.54E+06,DP
013118Abl_CL5,5,I,25935,263.34,338.05,8.2956,52.341,1.36E+06,185.49,4.81E+06,DP
013118Abl_CL5,6,I,36759,233.24,235.66,12.415,48.057,1.77E+06,206.7,7.60E+06,DP
013118Abl_CL5,7,I,30106,212.1,321.77,12.129,87.357,2.63E+06,238.99,7.19E+06,PRE
013118Abl_CL5,8,I,39940,257.74,157.65,13.097,30.631,1.22E+06,187.47,7.49E+06,DP
013118Abl_CL5,10,I,24908,131.01,288.14,15.305,29.2,7.27E+05,194.72,4.85E+06,EPI
013118Abl_CL5,11,I,12500,190.89,264.85,19.365,44.208,5.53E+05,220.13,2.75E+06,DP
013118Abl_CL5,12,I,7250,199.68,201.04,19.488,45.629,3.31E+05,209.5,1.52E+06,DP
013118Abl_CL5,13,I,20319,219.1,164.32,24.311,34.866,7.08E+05,235.96,4.79E+06,DP
013118Abl_CL5,14,I,27736,160.69,330.85,24.272,42.927,1.19E+06,179.33,4.97E+06,DP
013118Abl_CL5,15,I,33102,146.03,220.59,24.34,78.536,2.60E+06,201.37,6.67E+06,PRE
013118Abl_CL5,16,I,26871,243.28,377.66,25.488,26.793,7.20E+05,222.95,5.99E+06,EPI
013118Abl_CL5,17,I,29859,230.25,248.76,33.536,57.956,1.73E+06,214.25,6.40E+06,PRE
013118Abl_CL5,18,I,28374,203.93,335.25,31.408,51.293,1.46E+06,203.11,5.76E+06,PRE
013118Abl_CL5,20,I,16352,209.09,197.6,36.568,36.022,5.89E+05,180.54,2.95E+06,DP
013118Abl_CL5,22,I,24216,198.66,307.15,41.972,34.691,8.40E+05,193.76,4.69E+06,DP
013118Abl_CL5,22.2,I,24216,205,231,45,27.331,,183.518,,EPI
