Embryo_ID,Cell_ID,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum,Identity
012318Abl_CJ5,3,I,23766,168.88,196.62,6.5266,147.22,3.50E+06,135.44,3.22E+06,PRE
012318Abl_CJ5,4,I,17745,239.2,212.33,7.2799,91.295,1.62E+06,180.59,3.20E+06,DP
012318Abl_CJ5,4.2,I,17745,244,166,8,31.736,,132.443,,EPI
012318Abl_CJ5,4.3,I,17745,248,264,8,35.616,,133.716,,EPI
012318Abl_CJ5,8,I,26198,140.1,272.16,7.0765,42.205,1.11E+06,142.26,3.73E+06,DP
012318Abl_CJ5,9,I,15925,215.08,295.26,15.328,76.751,1.22E+06,133.74,2.13E+06,DP
012318Abl_CJ5,10,I,3842,245.56,110.41,15.587,50.717,1.95E+05,133.95,5.15E+05,DP
012318Abl_CJ5,11,I,24842,216.63,192.13,18.49,146.4,3.64E+06,165.94,4.12E+06,PRE
012318Abl_CJ5,12,I,22359,135.68,152.58,17.556,80.396,1.80E+06,152.42,3.41E+06,DP
012318Abl_CJ5,13,I,20952,129.38,229.52,17.635,75.745,1.59E+06,133.53,2.80E+06,DP
012318Abl_CJ5,14,I,18990,214.98,358.37,19.893,31.547,5.99E+05,142.75,2.71E+06,EPI
012318Abl_CJ5,15,I,7312,175.53,273.24,20.663,54.113,3.96E+05,95.855,7.01E+05,DP
012318Abl_CJ5,16,I,27619,134.43,317.72,22.21,85.376,2.36E+06,149.1,4.12E+06,PRE
012318Abl_CJ5,18,I,22672,204.26,121.25,23.269,152.18,3.45E+06,129.95,2.95E+06,PRE
012318Abl_CJ5,20,I,12676,89.301,263.4,23.952,42.618,5.40E+05,169.89,2.15E+06,EPI
012318Abl_CJ5,23,I,20931,173.05,163.37,31.033,72.86,1.53E+06,114.3,2.39E+06,DP
012318Abl_CJ5,26,I,7706,145.72,101.68,31.483,32.802,2.53E+05,141.98,1.09E+06,EPI
012318Abl_CJ5,27,I,29911,164.36,373.93,35.643,35.592,1.06E+06,130.75,3.91E+06,DP
012318Abl_CJ5,28,I,6245,124.04,261.39,32.827,35.257,2.20E+05,136.02,8.49E+05,EPI
012318Abl_CJ5,29,I,18136,146.15,313.16,34.921,43.806,7.94E+05,141.66,2.57E+06,DP
012318Abl_CJ5,33,I,28894,126.42,187.56,42.997,60.515,1.75E+06,157.1,4.54E+06,PRE
012318Abl_CJ5,32,I,11966,102.98,294.59,39.597,32.31,3.87E+05,154.2,1.85E+06,EPI
