Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BC8,1,I,13139,249.35,223.95,5.9167,93.472,1.23E+06,205.43,2.70E+06,DP
080117Abl_BC8,2,I,8694,196.47,168.29,5.2835,43.087,3.75E+05,221.86,1.93E+06,DP
080117Abl_BC8,3,I,15441,196.57,222.94,6.9661,105.82,1.63E+06,210.8,3.25E+06,PRE
080117Abl_BC8,3.2,I,15441,232,257,10,42.877,,229.989,,EPI
080117Abl_BC8,4,I,12144,150.31,255.87,6.0298,193.99,2.36E+06,208.43,2.53E+06,PRE
080117Abl_BC8,5,I,18798,182.07,319.46,11.584,92.256,1.73E+06,209.25,3.93E+06,PRE
080117Abl_BC8,6,I,12590,156.15,165.64,15.865,52.009,6.55E+05,203.13,2.56E+06,DP
080117Abl_BC8,7,I,13915,209.77,185.61,18.228,90.701,1.26E+06,217.94,3.03E+06,PRE
080117Abl_BC8,7.2,I,13915,193,225,21,31.631,,201.363,,EPI
080117Abl_BC8,8,I,5623,135.09,262.87,15.236,63.203,3.55E+05,219.28,1.23E+06,DP
080117Abl_BC8,9,I,7744,228.64,331.3,19.815,32.08,2.48E+05,208.81,1.62E+06,EPI
080117Abl_BC8,10,I,4131,205.86,277,19.462,36.638,1.51E+05,215.46,8.90E+05,EPI
080117Abl_BC8,11,I,14387,227.35,129.68,24.694,79.931,1.15E+06,206.6,2.97E+06,PRE
080117Abl_BC8,15,I,20526,186.55,293.45,31.829,50.116,1.03E+06,207.13,4.25E+06,PRE
080117Abl_BC8,17,I,19402,180.46,175.26,39.76,40.432,7.84E+05,196.5,3.81E+06,DP
080117Abl_BC8,18,I,14091,222.85,246.05,42.38,40.876,5.76E+05,183.11,2.58E+06,DP
080117Abl_BC8,19,I,11086,165.16,272.53,44.307,40.443,4.48E+05,197.6,2.19E+06,DP
080117Abl_BC8,20,I,2387,228.66,189.34,45.684,35.018,83588,176.18,4.21E+05,DP
