Embryo_ID,Cell_ID,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum,Identity
013118Abl_CL2,1,I,28183,209.1,153.09,5.0907,30.961,8.73E+05,119.07,3.36E+06,DP
013118Abl_CL2,4,M,5336,119.41,196.65,3.7783,29.468,1.57E+05,98.994,5.28E+05,DP
013118Abl_CL2,7,I,11992,241.87,223.87,5.2812,24.501,2.94E+05,121.06,1.45E+06,EPI
013118Abl_CL2,9,M,23410,183.69,259.58,5.0772,46.381,1.09E+06,109.9,2.57E+06,PRE
013118Abl_CL2,16,I,39387,176.91,343.14,7.5805,27.277,1.07E+06,115.28,4.54E+06,DP
013118Abl_CL2,23,I,64899,182.17,109.11,12.243,26.892,1.75E+06,119.41,7.75E+06,DP
013118Abl_CL2,24,I,47670,128.33,291.13,12.706,32.926,1.57E+06,110.61,5.27E+06,PRE
013118Abl_CL2,27,I,18468,138.59,227.62,14.699,29.691,5.48E+05,96.213,1.78E+06,DP
013118Abl_CL2,28,I,18445,126.2,170.99,14.504,29.195,5.39E+05,100.91,1.86E+06,DP
013118Abl_CL2,33,I,9960,170.72,174.38,18.123,27.767,2.77E+05,117.19,1.17E+06,DP
013118Abl_CL2,34,I,8724,187.28,195.74,16.319,25.891,2.26E+05,98.344,8.58E+05,DP
013118Abl_CL2,35,I,16508,89.205,229.15,17.522,25.423,4.20E+05,131.77,2.18E+06,DP
013118Abl_CL2,38,I,1206,95.619,337.23,15.304,24.829,29944,102.77,1.24E+05,EPI
013118Abl_CL2,43,I,28387,162.52,127.82,25.343,28.096,7.98E+05,107.42,3.05E+06,DP
013118Abl_CL2,44,I,23279,101.93,138.62,25.888,25.768,6.00E+05,102.27,2.38E+06,DP
013118Abl_CL2,45,I,42079,86.589,194.79,27.893,26.276,1.11E+06,119.41,5.02E+06,PRE
