Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BA3,2,I,12800,176.65,232.96,4.0411,102.69,1.31E+06,218.46,2.80E+06,PRE
080117Abl_BA3,7,I,17913,258.29,231.51,7.1268,124.84,2.24E+06,198.66,3.56E+06,PRE
080117Abl_BA3,10,I,16883,239.09,175.19,8.052,99.193,1.67E+06,202.42,3.42E+06,PRE
080117Abl_BA3,11,I,23841,150.85,296.81,8.7868,68.02,1.62E+06,230.46,5.49E+06,DP
080117Abl_BA3,17,I,14151,199.28,187.07,11.581,82.872,1.17E+06,206.8,2.93E+06,DP
080117Abl_BA3,20,I,16767,157.18,237.17,14.827,77.072,1.29E+06,207.89,3.49E+06,PRE
080117Abl_BA3,21,I,15402,92.813,262.59,17.128,65.924,1.02E+06,228.72,3.52E+06,DP
080117Abl_BA3,22,I,13408,267.94,155.84,17.463,51.148,6.86E+05,191.32,2.57E+06,DP
080117Abl_BA3,23,I,7390,199.73,239.64,17.399,62.676,4.63E+05,220.84,1.63E+06,DP
080117Abl_BA3,26,I,14805,220.93,279.94,20.174,77.057,1.14E+06,217.56,3.22E+06,PRE
080117Abl_BA3,27,I,6098,161.47,297.02,18.661,50.297,3.07E+05,240.4,1.47E+06,DP
080117Abl_BA3,28,I,13861,120.85,216.34,21.909,72.75,1.01E+06,212.03,2.94E+06,PRE
080117Abl_BA3,29,I,12982,106.95,319.13,23.072,42.17,5.47E+05,215.03,2.79E+06,DP
080117Abl_BA3,30,I,4714,224.28,188.71,18.944,56.951,2.68E+05,179.33,8.45E+05,DP
080117Abl_BA3,32,I,14272,152.9,347.74,27.846,44.547,6.36E+05,197.28,2.82E+06,DP
080117Abl_BA3,33,I,8750,217.33,328.77,28.292,25.906,2.27E+05,213.07,1.86E+06,EPI
080117Abl_BA3,35,I,7091,228.96,217.09,25.781,44.89,3.18E+05,206.26,1.46E+06,DP
080117Abl_BA3,37,I,7075,165.84,289.52,26.777,35.191,2.49E+05,229.91,1.63E+06,EPI
080117Abl_BA3,38,I,12360,188.96,220.56,29.518,45.926,5.68E+05,203.11,2.51E+06,DP
080117Abl_BA3,39,I,14848,241.59,260.89,32.272,36.066,5.36E+05,208.96,3.10E+06,DP
080117Abl_BA3,40,I,8881,139.47,230.65,31.489,34.565,3.07E+05,201.31,1.79E+06,DP
080117Abl_BA3,44,I,2819,112.42,296.41,32.904,27.384,77196,192.08,5.41E+05,DP
080117Abl_BA3,45,I,11407,185.56,263.34,38.19,33.833,3.86E+05,199.45,2.28E+06,DP
