Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BC1,1,I,13226,226.23,205.41,5.1469,49.217,6.51E+05,244.58,3.23E+06,DP
080117Abl_BC1,2,I,13588,118.9,257.88,5.9919,106.86,1.45E+06,244.99,3.33E+06,PRE
080117Abl_BC1,3,I,10138,173.82,318.25,5.3391,67.354,6.83E+05,227.87,2.31E+06,DP
080117Abl_BC1,4,I,18518,170.04,239.95,7.1698,148.63,2.75E+06,226.16,4.19E+06,PRE
080117Abl_BC1,5,I,16232,136.75,162.43,10.963,95.9,1.56E+06,244.52,3.97E+06,PRE
080117Abl_BC1,5.2,I,16232,184,184,11,37.009,,230.314,,EPI
080117Abl_BC1,7,I,18526,193.79,284.99,13.724,122.92,2.28E+06,240.11,4.45E+06,PRE
080117Abl_BC1,8,I,9579,100.24,216.27,16.477,39.744,3.81E+05,251.14,2.41E+06,EPI
080117Abl_BC1,9,I,3084,166.16,335.83,14.838,69.233,2.14E+05,221.15,6.82E+05,DP
080117Abl_BC1,10,I,17017,120.53,351.67,18,80.645,1.37E+06,238.49,4.06E+06,DP
080117Abl_BC1,11,I,9164,124.54,283.73,18.245,58.645,5.37E+05,219,2.01E+06,DP
080117Abl_BC1,12,I,12401,186.65,123.65,19.265,147.07,1.82E+06,241.9,3.00E+06,PRE
080117Abl_BC1,12.2,I,12401,165,173,18,33.576,,210.889,,EPI
080117Abl_BC1,13,I,15402,127.19,144.5,21.816,128.49,1.98E+06,254.67,3.92E+06,PRE
080117Abl_BC1,14,I,14968,74.043,297.93,23.443,114.98,1.72E+06,267.26,4.00E+06,PRE
080117Abl_BC1,15,I,13436,134.29,379.13,25.477,64.801,8.71E+05,235.7,3.17E+06,DP
080117Abl_BC1,16,I,2558,83.673,231.17,25.388,31.339,80164,258.25,6.61E+05,EPI
080117Abl_BC1,17,I,12410,128.65,216.22,29.255,69.847,8.67E+05,215.21,2.67E+06,PRE
080117Abl_BC1,18,I,11611,107.58,319.4,30.186,66.051,7.67E+05,225.72,2.62E+06,PRE
080117Abl_BC1,19,I,13534,108.21,152.52,32.663,70.579,9.55E+05,227.46,3.08E+06,PRE
080117Abl_BC1,20,I,10693,60.636,196.59,32.922,38.328,4.10E+05,224.34,2.40E+06,DP
080117Abl_BC1,21,I,11713,80.904,332.53,40.608,61.639,7.22E+05,245.43,2.87E+06,PRE
080117Abl_BC1,22,I,9132,86.509,235.75,41.974,45.941,4.20E+05,236.86,2.16E+06,DP
080117Abl_BC1,22.2,I,9132,87,284,44,24.804,,239.73,,EPI
