Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BC6,2,I,15443,209.6,225.6,6.0365,144.05,2.22E+06,212.96,3.29E+06,PRE
080117Abl_BC6,4,I,12389,220.65,282.75,8.0232,66.84,8.28E+05,226.06,2.80E+06,DP
080117Abl_BC6,5,I,4133,232.81,169.69,9.1173,41.149,1.70E+05,219,9.05E+05,EPI
080117Abl_BC6,6,I,3366,173.39,173.07,12.084,35.312,1.19E+05,205.13,6.90E+05,EPI
080117Abl_BC6,7,I,19915,246.89,252.48,13.845,93.138,1.85E+06,215.24,4.29E+06,PRE
080117Abl_BC6,8,I,10545,211.58,140.54,18.085,115.94,1.22E+06,214.49,2.26E+06,PRE
080117Abl_BC6,9,I,14622,153.1,211.57,18.444,52.592,7.69E+05,207.45,3.03E+06,DP
080117Abl_BC6,10,I,6459,198.94,329.65,16.949,60.399,3.90E+05,232,1.50E+06,DP
080117Abl_BC6,11,I,10448,149.89,267.79,19.656,52.914,5.53E+05,212.76,2.22E+06,DP
080117Abl_BC6,12,I,14534,219.33,384.85,20.455,189.74,2.76E+06,229.25,3.33E+06,PRE
080117Abl_BC6,13,I,1180,150.83,334.56,19.099,32.171,37962,240.82,2.84E+05,EPI
080117Abl_BC6,14,I,14779,207.88,180.53,23.678,107.88,1.59E+06,199.2,2.94E+06,PRE
080117Abl_BC6,15,I,22353,202.9,294.49,24.013,82.85,1.85E+06,223.61,5.00E+06,PRE
080117Abl_BC6,16,I,4947,106.34,206.83,24.02,34.742,1.72E+05,237.64,1.18E+06,EPI
080117Abl_BC6,17,I,14971,103.73,305.89,28.435,107.33,1.61E+06,233.12,3.49E+06,PRE
080117Abl_BC6,18,I,16232,167.51,213.07,29.218,68.973,1.12E+06,199.35,3.24E+06,DP
080117Abl_BC6,19,I,15736,129.08,249.55,30.511,62.517,9.84E+05,213.62,3.36E+06,DP
080117Abl_BC6,20,I,13694,197.01,125.87,32.537,84.01,1.15E+06,205.18,2.81E+06,PRE
080117Abl_BC6,21,I,11510,127.48,161.3,33.16,65.493,7.54E+05,217.94,2.51E+06,DP
080117Abl_BC6,22,I,17546,168.31,354.91,36.537,65.928,1.16E+06,221.9,3.89E+06,PRE
080117Abl_BC6,23,I,13998,180.61,192.37,38.221,65.233,9.13E+05,190.63,2.67E+06,DP
080117Abl_BC6,24,I,10667,151.73,230.59,39.812,51.011,5.44E+05,192.73,2.06E+06,DP
080117Abl_BC6,25,I,10276,112,199.37,47.328,44.591,4.58E+05,194.88,2.00E+06,DP
080117Abl_BC6,26,I,15177,98.762,255.03,46.854,46.297,7.03E+05,205.03,3.11E+06,DP
