Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
121917Abl_CD4,1,I,14087,165.01,223.51,6.303,237.66,3.35E+06,173.18,2.44E+06,PRE
121917Abl_CD4,2,I,14008,213.25,261.28,7.3073,418.49,5.86E+06,169.82,2.38E+06,PRE
121917Abl_CD4,3,I,21288,228.62,178.95,7.7306,52.52,1.12E+06,173.82,3.70E+06,EPI
121917Abl_CD4,3.2,I,21288,175,170,9,33.869,,165.695,,EPI
121917Abl_CD4,4,I,10942,135.44,278.64,5.6707,58.255,6.37E+05,178.22,1.95E+06,DP
121917Abl_CD4,5,I,17066,187.6,215.98,18.114,220.79,3.77E+06,171.45,2.93E+06,PRE
121917Abl_CD4,7,I,11893,166.03,266.19,17.688,173.33,2.06E+06,181.75,2.16E+06,PRE
121917Abl_CD4,8,I,4202,120.47,216.31,16.394,69.576,2.92E+05,156.53,6.58E+05,DP
121917Abl_CD4,8.2,I,4202,112,176,16,32.418,,211.401,,EPI
121917Abl_CD4,9,I,9844,156.1,152.62,17.847,42.463,4.18E+05,172,1.69E+06,EPI
121917Abl_CD4,10,I,28195,167.48,302.16,23.9,159.97,4.51E+06,180.38,5.09E+06,PRE
121917Abl_CD4,11,I,24185,127.7,357.09,15.315,38.277,9.26E+05,190.01,4.60E+06,DP
121917Abl_CD4,11.2,I,24185,106,262,15,37.935,,199.893,,EPI
121917Abl_CD4,12,I,22243,67.697,273.45,23.124,54.55,1.21E+06,184.38,4.10E+06,DP
121917Abl_CD4,13,I,18076,148.36,227.81,29.194,192.88,3.49E+06,198,3.58E+06,PRE
121917Abl_CD4,14,I,18129,86.27,328.45,31.112,55.219,1.00E+06,180.31,3.27E+06,DP
121917Abl_CD4,15,M,13892,79.783,263.41,33.888,70.841,9.84E+05,187.07,2.60E+06,DP
121917Abl_CD4,16.2,I,29602,100,181,36,32.231,,192.569,,EPI
121917Abl_CD4,17,I,29602,155.44,290.02,37.088,124.85,3.70E+06,169.98,5.03E+06,PRE
121917Abl_CD4,18,I,17735,118.97,230.66,41.56,126.58,2.24E+06,157.35,2.79E+06,PRE
121917Abl_CD4,19,I,23193,95.16,312.36,43.565,128.99,2.99E+06,179.68,4.17E+06,PRE
121917Abl_CD4,20,I,19693,83.306,259.46,46.681,110.35,2.17E+06,188.82,3.72E+06,PRE
121917Abl_CD4,21,I,18087,243.27,40.113,46.518,175.76,3.18E+06,186.1,3.37E+06,PRE
121917Abl_CD4,22,I,18737,163.16,248.34,50.28,95.885,1.80E+06,138.32,2.59E+06,PRE
121917Abl_CD4,23,I,19960,158.62,386.24,54.556,115.78,2.31E+06,139.34,2.78E+06,PRE
121917Abl_CD4,24,I,27896,167.46,294.81,57.138,78.644,2.19E+06,137.5,3.84E+06,PRE
121917Abl_CD4,25,I,27827,140.61,157.19,57.839,75.939,2.11E+06,136.23,3.79E+06,PRE
121917Abl_CD4,26,I,15505,113.89,278.6,57.725,61.177,9.49E+05,148.54,2.30E+06,DP
121917Abl_CD4,27,I,14331,159.2,226.87,62.027,63.806,9.14E+05,155.89,2.23E+06,PRE
