
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,NS-labs,TrackID,ID,
211,,Spot,1,Image 1,1,PRE;targeted,1000000000,0,
412,,Spot,1,Image 1,1,PRE;targeted,1000000008,8,
204,,Spot,1,Image 1,1,PRE;targeted,1000000017,17,
313,,Spot,1,Image 1,2,PRE;targeted,1000000000,18,
379,,Spot,1,Image 1,2,PRE;targeted,1000000008,19,
171,,Spot,1,Image 1,2,PRE;targeted,1000000017,20,
267,,Spot,1,Image 1,3,PRE;targeted,1000000000,21,
347,,Spot,1,Image 1,3,PRE;targeted,1000000008,22,
156,,Spot,1,Image 1,3,PRE;targeted,1000000017,23,
253,,Spot,1,Image 1,4,Apoptosis;PRE;targeted,1000000000,24,
371,,Spot,1,Image 1,4,PRE;targeted,1000000008,25,
154,,Spot,1,Image 1,4,PRE;targeted,1000000017,26,
250,,Spot,1,Image 1,5,PRE;targeted,1000000008,28,
145,,Spot,1,Image 1,5,PRE;targeted,1000000017,29,
286,,Spot,1,Image 1,6,PRE;targeted,1000000008,31,
155,,Spot,1,Image 1,6,PRE;targeted,1000000017,32,
267,,Spot,1,Image 1,7,PRE;targeted,1000000008,34,
189,,Spot,1,Image 1,7,PRE;targeted,1000000017,35,
296,,Spot,1,Image 1,8,PRE;targeted,1000000008,37,
217,,Spot,1,Image 1,8,PRE;targeted,1000000017,38,
237,,Spot,1,Image 1,9,Apoptosis;PRE;targeted,1000000008,39,
160,,Spot,1,Image 1,9,PRE;targeted,1000000017,40,
215,,Spot,1,Image 1,10,PRE;targeted,1000000017,41,
208,,Spot,1,Image 1,11,PRE;targeted,1000000017,42,
132,,Spot,1,Image 1,12,PRE;targeted,1000000017,43,
186,,Spot,1,Image 1,13,PRE;targeted,1000000017,44,
165,,Spot,1,Image 1,14,PRE;targeted,1000000017,45,
167,,Spot,1,Image 1,15,PRE;targeted,1000000017,46,
152,,Spot,1,Image 1,16,Apoptosis;PRE;targeted,1000000017,47,
