Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BA4,5,I,23611,236.6,187.31,6.5403,102.41,2.42E+06,222.2,5.25E+06,PRE
080117Abl_BA4,6,I,18916,151.11,200,8.7397,56.724,1.07E+06,229.19,4.34E+06,DP
080117Abl_BA4,7,I,19125,159,265.29,12.654,79.186,1.51E+06,221.97,4.25E+06,PRE
080117Abl_BA4,13,I,7318,252.45,102.72,14.123,27.236,1.99E+05,223.5,1.64E+06,EPI
080117Abl_BA4,14,I,13638,189,110.31,15.29,30.643,4.18E+05,226.46,3.09E+06,EPI
080117Abl_BA4,17,I,19603,178.97,176.79,18.82,78.919,1.55E+06,204.4,4.01E+06,PRE
080117Abl_BA4,18,I,3840,210.4,207.13,15.342,61.053,2.34E+05,210.04,8.07E+05,DP
080117Abl_BA4,20,I,17499,125.15,185.41,19.05,94.77,1.66E+06,216.53,3.79E+06,PRE
080117Abl_BA4,21,I,17553,95.277,231.6,24.392,64.766,1.14E+06,225.67,3.96E+06,PRE
080117Abl_BA4,23,I,18608,97.709,283.81,24.972,76.843,1.43E+06,226.65,4.22E+06,PRE
080117Abl_BA4,24,I,18226,232.99,81.197,26.082,48.651,8.87E+05,205.1,3.74E+06,DP
080117Abl_BA4,25,I,12999,163.27,156.34,27.8,64.016,8.32E+05,208.72,2.71E+06,DP
080117Abl_BA4,26,I,11898,194.88,125.3,29.407,47.332,5.63E+05,224.6,2.67E+06,DP
080117Abl_BA4,28,I,13571,117.11,152.25,30.978,53.558,7.27E+05,241.35,3.28E+06,DP
080117Abl_BA4,36,I,18435,185.34,79.016,37.813,34.35,6.33E+05,216.4,3.99E+06,DP
080117Abl_BA4,37,I,23735,95.435,222.31,36.369,45.035,1.07E+06,223.16,5.30E+06,DP
080117Abl_BA4,38,I,14784,128.14,116.38,38.861,38.758,5.73E+05,206.82,3.06E+06,DP
080117Abl_BA4,41,I,9825,147.32,150.44,47.205,25.929,2.55E+05,236.31,2.32E+06,EPI
080117Abl_BA4,42,I,35288,112.82,242.01,48.872,31.551,1.11E+06,202.34,7.14E+06,DP
