Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BB2,5,I,14035,138.53,279.39,10.568,124.15,1.74E+06,235.09,3.30E+06,PRE
080117Abl_BB2,7,I,14474,178.7,190.52,12.011,57.725,8.36E+05,229.79,3.33E+06,DP
080117Abl_BB2,8,I,17685,210.59,281.51,13.599,40.886,7.23E+05,209.29,3.70E+06,DP
080117Abl_BB2,12,I,19883,197.63,357.79,17.178,41.348,8.22E+05,205.38,4.08E+06,DP
080117Abl_BB2,15,I,6418,169.42,320.46,18.225,43.946,2.82E+05,227.1,1.46E+06,DP
080117Abl_BB2,16,I,20050,184.1,221.39,21.549,69.52,1.39E+06,191.56,3.84E+06,PRE
080117Abl_BB2,17,I,15076,94.851,253.43,23.24,96.001,1.45E+06,231.01,3.48E+06,PRE
080117Abl_BB2,18,I,11263,113.6,301.31,22.69,60.315,6.79E+05,233.41,2.63E+06,DP
080117Abl_BB2,21,I,16416,123.39,365.22,23.651,45.623,7.49E+05,233.28,3.83E+06,DP
080117Abl_BB2,23,I,6228,181.54,161.47,24.531,29.045,1.81E+05,226.22,1.41E+06,EPI
080117Abl_BB2,27,I,13560,122.1,179.52,28.709,78.495,1.06E+06,224.09,3.04E+06,PRE
080117Abl_BB2,29,I,12500,161.5,295.02,29.886,78.005,9.75E+05,220.08,2.75E+06,PRE
080117Abl_BB2,30,I,11283,122.41,235.07,31.438,78.011,8.80E+05,225.23,2.54E+06,PRE
080117Abl_BB2,34,I,11343,64.139,299.27,33.61,33.8,3.83E+05,222.03,2.52E+06,EPI
080117Abl_BB2,36,I,13106,87.516,249.6,36.374,63.136,8.27E+05,229.01,3.00E+06,PRE
080117Abl_BB2,38,I,15478,99.898,368.65,40.758,80.644,1.25E+06,207.65,3.21E+06,PRE
080117Abl_BB2,39,I,3536,118.29,299.94,38.968,31.314,1.11E+05,238.09,8.42E+05,EPI
080117Abl_BB2,40,I,16928,136.71,210.67,41.666,49.348,8.35E+05,193.66,3.28E+06,DP
080117Abl_BB2,44,I,7065,149.16,355.1,46.541,28.536,2.02E+05,231.6,1.64E+06,DP
080117Abl_BB2,45,I,3068,96.979,188.8,50.191,29.763,91314,206.07,6.32E+05,EPI
080117Abl_BB2,48,I,2246,135.7,288.46,54.469,52.859,1.19E+05,224.15,5.03E+05,DP
080117Abl_BB2,49,I,1189,125.26,368.3,55.272,27.824,33083,195.42,2.32E+05,DP
080117Abl_BB2,31,M,17146,156.05,368.75,33.731,85.359,1.46E+06,220.84,3.79E+06,PRE
080117Abl_BB2,43,M,9116,138.03,289.69,49.404,50.571,4.61E+05,221.89,2.02E+06,DP
