Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BB4,8,I,20327,173.76,218.67,5.4836,93.462,1.90E+06,242.71,4.93E+06,PRE
080117Abl_BB4,11,I,16962,226.09,272.62,7.7466,81.747,1.39E+06,226.73,3.85E+06,PRE
080117Abl_BB4,12,I,9755,245.09,207.13,10.565,52.552,5.13E+05,235.53,2.30E+06,DP
080117Abl_BB4,14,I,17719,126.72,274.91,13.806,85.55,1.52E+06,224.21,3.97E+06,PRE
080117Abl_BB4,15,I,11956,124.95,208.56,14.391,60.492,7.23E+05,240.99,2.88E+06,DP
080117Abl_BB4,16,I,9484,252.48,151.84,15.732,33.733,3.20E+05,264.62,2.51E+06,EPI
080117Abl_BB4,17,I,11375,203.37,185.24,14.598,93.412,1.06E+06,247.43,2.81E+06,PRE
080117Abl_BB4,18,I,16821,176.29,346.5,15.538,75.997,1.28E+06,247.56,4.16E+06,PRE
080117Abl_BB4,20,I,2763,142.01,160.15,16.76,46.942,1.30E+05,228.17,6.30E+05,DP
080117Abl_BB4,22,I,17922,189.53,231.7,20.456,78.214,1.40E+06,238.69,4.28E+06,PRE
080117Abl_BB4,23,I,17397,187.25,156.8,23.197,96.594,1.68E+06,236.97,4.12E+06,PRE
080117Abl_BB4,23.2,I,17397,241,158,23,29.398,,258.731,,EPI
080117Abl_BB4,24,I,11739,105.59,282.36,23.647,133.21,1.56E+06,234.19,2.75E+06,PRE
080117Abl_BB4,25,I,10334,154.25,311.47,24.269,61.89,6.40E+05,213.42,2.21E+06,DP
080117Abl_BB4,27,I,14066,123.21,178.1,27.125,117.7,1.66E+06,230.66,3.24E+06,PRE
080117Abl_BB4,28,I,10127,143.04,245.98,27.345,70.286,7.12E+05,190.85,1.93E+06,DP
080117Abl_BB4,29,I,10242,91.125,225.73,31.345,52.183,5.34E+05,221.89,2.27E+06,DP
080117Abl_BB4,30,I,15660,195.31,338.35,31.455,47.608,7.46E+05,235.71,3.69E+06,DP
080117Abl_BB4,31,I,18249,235.74,159.86,35.132,62.302,1.14E+06,233.84,4.27E+06,PRE
080117Abl_BB4,32,I,10016,156.63,146.03,35.975,36.815,3.69E+05,208.23,2.09E+06,DP
080117Abl_BB4,33,I,15929,138.67,202.92,39.434,52.384,8.34E+05,228.27,3.64E+06,DP
080117Abl_BB4,34,I,16339,202.82,240.57,45.219,26.93,4.40E+05,226.97,3.71E+06,DP
