Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BA2,2,I,7857,148.33,299.92,4.2852,66.86,5.25E+05,214.19,1.68E+06,DP
080117Abl_BA2,3,I,23163,178.68,246.37,8.198,123.4,2.86E+06,232.86,5.39E+06,PRE
080117Abl_BA2,5,I,19766,189.89,328.07,11.535,122.19,2.42E+06,233.38,4.61E+06,PRE
080117Abl_BA2,7,I,21779,141.26,199.42,12.635,94.254,2.05E+06,224.11,4.88E+06,PRE
080117Abl_BA2,10,I,15413,98.922,270.49,14.955,40.826,6.29E+05,225.31,3.47E+06,EPI
080117Abl_BA2,13,I,17254,108.23,354.27,16.264,60.981,1.05E+06,225.97,3.90E+06,DP
080117Abl_BA2,15,I,17072,182.98,372.02,18.931,111.42,1.90E+06,218.27,3.73E+06,PRE
080117Abl_BA2,18,I,10103,85.456,221.72,24.164,35.73,3.61E+05,244.78,2.47E+06,EPI
080117Abl_BA2,19,I,3321,136.54,294.88,21.821,36.116,1.20E+05,229.06,7.61E+05,EPI
080117Abl_BA2,20,I,21915,196.05,303.19,25.128,66.893,1.47E+06,213.28,4.67E+06,DP
080117Abl_BA2,21,I,15530,158.42,351.68,26.726,84.12,1.31E+06,183.51,2.85E+06,DP
080117Abl_BA2,22,I,1418,159.3,211.61,22.147,33.554,47579,210.93,2.99E+05,EPI
080117Abl_BA2,24,I,13248,103.53,348.5,28.178,50.264,6.66E+05,212.5,2.82E+06,DP
080117Abl_BA2,26,I,17954,113.86,250.9,30.164,47.314,8.49E+05,207.93,3.73E+06,DP
080117Abl_BA2,30,I,8137,126.05,305.6,33.205,35.3,2.87E+05,222.97,1.81E+06,EPI
080117Abl_BA2,31,I,15347,178.14,179.38,33.867,148.73,2.28E+06,221.34,3.40E+06,PRE
080117Abl_BA2,32,I,15550,217.75,334.33,37.779,55.947,8.70E+05,187.06,2.91E+06,DP
080117Abl_BA2,32.2,I,15550,172,313,36,24.461,,215.144,,EPI
080117Abl_BA2,34,I,14750,219.92,268.85,41.452,89.905,1.33E+06,169.03,2.49E+06,PRE
080117Abl_BA2,34.2,I,14750,181,256,36,24.661,,204.711,,EPI
080117Abl_BA2,36,I,10410,148.61,243.05,43.421,29.787,3.10E+05,197.58,2.06E+06,DP
