Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
110817Abl_BY2,1,I,7438,226.83,246.24,5.2113,299.24,2.23E+06,261.7,1.95E+06,PRE
110817Abl_BY2,2,I,2457,204.52,271.63,3.7875,302,7.42E+05,291.36,7.16E+05,PRE
110817Abl_BY2,3,I,6006,252.33,280.65,8.0889,300.01,1.80E+06,273.44,1.64E+06,PRE
110817Abl_BY2,4,I,4705,204.49,292.37,9.3787,356.44,1.68E+06,281.58,1.32E+06,PRE
110817Abl_BY2,5,I,6017,186.88,235.9,10.482,267.97,1.61E+06,286.74,1.73E+06,PRE
110817Abl_BY2,6,I,3744,148.97,267.38,10.586,59.356,2.22E+05,245.49,9.19E+05,DP
110817Abl_BY2,6.2,I,3744,187,273,10,67.504,,305.361,,DP
110817Abl_BY2,7,I,7948,218.78,214.32,16.057,227.55,1.81E+06,256.36,2.04E+06,PRE
110817Abl_BY2,8,I,5868,248.92,241.08,13.366,345.3,2.03E+06,245.7,1.44E+06,PRE
110817Abl_BY2,9,I,769,209.28,251.83,12.466,326.38,2.51E+05,263.8,2.03E+05,PRE
110817Abl_BY2,10,I,6056,251.36,318.76,15.812,248.93,1.51E+06,249.14,1.51E+06,PRE
110817Abl_BY2,11,I,7843,220.24,309.46,18.476,286.93,2.25E+06,259.72,2.04E+06,PRE
110817Abl_BY2,12,I,3172,244.83,290.66,17.474,219.09,6.95E+05,264.22,8.38E+05,PRE
110817Abl_BY2,13,I,13937,161.79,227.41,26.309,87.901,1.23E+06,235.43,3.28E+06,PRE
110817Abl_BY2,14,I,9578,259.29,242.73,25.655,166.84,1.60E+06,221.36,2.12E+06,PRE
110817Abl_BY2,14.2,I,9578,236,222,28,113.767,,208.562,,PRE
110817Abl_BY2,15,I,6551,255.75,291.69,28.065,139.61,9.15E+05,245.37,1.61E+06,PRE
110817Abl_BY2,16,I,4828,230.1,251.88,27.952,127.87,6.17E+05,261.29,1.26E+06,PRE
