Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
050819Abl_EZ5,1,I,33659,329.89,231.21,5.8152,23.512,7.91E+05,332,1.12E+07,1294.7,4.36E+07,TE
050819Abl_EZ5,2,I,37802,186.75,307.87,6.6942,23.23,8.78E+05,409.75,1.55E+07,1239.3,4.68E+07,TE
050819Abl_EZ5,3,I,22129,252.63,228.52,7.4479,24.069,5.33E+05,314.97,6.97E+06,1260,2.79E+07,TE
050819Abl_EZ5,4,I,30029,284.71,323.65,7.0691,24.29,7.29E+05,289.38,8.69E+06,1183.1,3.55E+07,TE
050819Abl_EZ5,5,I,25051,201.57,196.81,10.317,23.064,5.78E+05,312.8,7.84E+06,1395.7,3.50E+07,TE
050819Abl_EZ5,6,I,38025,135.67,197.39,10.182,22.876,8.70E+05,300.28,1.14E+07,1332.5,5.07E+07,TE
050819Abl_EZ5,7,I,27938,313.48,292.98,15.056,57.183,1.60E+06,327.02,9.14E+06,1290.9,3.61E+07,PRE
050819Abl_EZ5,8,M,37111,373.17,358.52,18.138,22.411,8.32E+05,129.92,4.82E+06,1470.3,5.46E+07,TE
050819Abl_EZ5,10,I,26384,240.05,363.53,17.571,22.97,6.06E+05,312.88,8.26E+06,1339.7,3.53E+07,TE
050819Abl_EZ5,12,I,26776,394.07,253.69,18.462,34.554,9.25E+05,289.55,7.75E+06,1206.2,3.23E+07,DP
050819Abl_EZ5,13,I,21283,262.84,168.65,19.36,22.571,4.80E+05,317.94,6.77E+06,1293.7,2.75E+07,TE
050819Abl_EZ5,14,I,28623,331.04,204.77,20.788,35.963,1.03E+06,288.73,8.26E+06,1292.3,3.70E+07,DP
050819Abl_EZ5,15,M,26494,87.789,264.4,21.424,21.82,5.78E+05,126.45,3.35E+06,1336.7,3.54E+07,TE
050819Abl_EZ5,16,I,16675,335.63,261.43,21.431,34.422,5.74E+05,368.37,6.14E+06,1228.2,2.05E+07,DP
050819Abl_EZ5,19,I,25953,408.13,184.76,27.922,22.056,5.72E+05,270.13,7.01E+06,1330.8,3.45E+07,TE
050819Abl_EZ5,20,I,16611,94.563,166.55,27.53,21.673,3.60E+05,250.73,4.16E+06,1252.7,2.08E+07,TE
050819Abl_EZ5,22,I,23841,297.14,454.3,30.323,22.899,5.46E+05,309.1,7.37E+06,1372.2,3.27E+07,TE
050819Abl_EZ5,24,I,29693,321.07,134.97,29.584,22.181,6.59E+05,252,7.48E+06,1320.2,3.92E+07,TE
050819Abl_EZ5,25,M,26400,398.75,315.92,31.045,23.108,6.10E+05,137.6,3.63E+06,1274.3,3.36E+07,EPI
050819Abl_EZ5,26,I,17030,127.85,337.75,30.618,21.768,3.71E+05,211.17,3.60E+06,1381.1,2.35E+07,TE
050819Abl_EZ5,27,I,28667,204.16,378.03,30.716,22.131,6.34E+05,168.25,4.82E+06,1106.7,3.17E+07,TE
050819Abl_EZ5,28,I,18259,379.68,233.41,32.479,30.068,5.49E+05,287.96,5.26E+06,1156.5,2.11E+07,DP
050819Abl_EZ5,31,I,16815,231.74,145.11,34.421,21.323,3.59E+05,248.93,4.19E+06,1238.7,2.08E+07,TE
050819Abl_EZ5,36,I,16900,375.68,193.03,41.171,28.822,4.87E+05,184.83,3.12E+06,1058.5,1.79E+07,DP
050819Abl_EZ5,37,I,22265,75.027,250.21,36.087,20.605,4.59E+05,117.13,2.61E+06,1227.1,2.73E+07,TE
050819Abl_EZ5,38,I,35375,370.07,376.55,43.398,20.742,7.34E+05,171.12,6.05E+06,1283.5,4.54E+07,TE
050819Abl_EZ5,39,I,31073,145.14,198.67,42.027,20.592,6.40E+05,137.78,4.28E+06,1451.7,4.51E+07,TE
050819Abl_EZ5,40,I,52444,357,301.08,40.91,22.408,1.18E+06,172.13,9.03E+06,1193.3,6.26E+07,EPI
050819Abl_EZ5,41,I,23418,164.29,357.11,43.064,20.452,4.79E+05,119.29,2.79E+06,1184.1,2.77E+07,TE
050819Abl_EZ5,42,I,11464,110.75,316.33,42.442,20.612,2.36E+05,135.46,1.55E+06,1072.6,1.23E+07,TE
050819Abl_EZ5,43,I,17033,284.6,88.521,49.43,21.085,3.59E+05,217.48,3.70E+06,1286.3,2.19E+07,TE
050819Abl_EZ5,44,I,31608,162.69,305.07,57.544,20.098,6.35E+05,70.784,2.24E+06,1223.6,3.87E+07,TE
050819Abl_EZ5,45,I,20204,171.36,180.21,57.437,20.18,4.08E+05,100.37,2.03E+06,1104.4,2.23E+07,TE
050819Abl_EZ5,46,I,33107,300.53,167.35,60.103,20.072,6.65E+05,63.094,2.09E+06,1260.6,4.17E+07,TE
050819Abl_EZ5,47,I,19524,164.61,211.98,58.303,20.159,3.94E+05,86.702,1.69E+06,1249.6,2.44E+07,TE
050819Abl_EZ5,48,I,15892,295.43,353.43,58.406,20.437,3.25E+05,89.988,1.43E+06,1351.1,2.15E+07,TE
