Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
121917Abl_CE5,1,I,19340,199.95,270.15,6.3713,214.54,4.15E+06,189.86,3.67E+06,PRE
121917Abl_CE5,3,I,21193,177.69,323.58,10.607,194.78,4.13E+06,198.09,4.20E+06,PRE
121917Abl_CE5,7,I,16201,188.19,371.22,13.376,104.55,1.69E+06,192.25,3.11E+06,PRE
121917Abl_CE5,6,I,16201,60,256,16,30.997,,185.781,,EPI
121917Abl_CE5,8,M,20334,105.18,180.1,14.845,30.636,6.23E+05,218,4.43E+06,EPI
121917Abl_CE5,9,I,15850,128.57,310.09,19.034,142.12,2.25E+06,188.98,3.00E+06,PRE
121917Abl_CE5,10,I,23759,155.13,158.11,25.996,158.47,3.77E+06,182.07,4.33E+06,PRE
121917Abl_CE5,11,I,20974,197.19,426.37,24.815,106.67,2.24E+06,181.83,3.81E+06,PRE
121917Abl_CE5,12,I,20974,67,184,27,33.7,,190.601,,EPI
121917Abl_CE5,14,I,19680,125.01,318.24,31.77,89.554,1.76E+06,186.03,3.66E+06,PRE
121917Abl_CE5,15,I,42615,127.79,378.8,38.426,64.478,2.75E+06,181.74,7.75E+06,PRE
121917Abl_CE5,16,I,18221,131.3,114.11,37.9,107.25,1.95E+06,208.59,3.80E+06,PRE
121917Abl_CE5,18,I,29868,103.88,177.66,41.551,95.435,2.85E+06,165.62,4.95E+06,PRE
121917Abl_CE5,19,I,23570,87.344,322.93,43.041,67.922,1.60E+06,198.02,4.67E+06,PRE
121917Abl_CE5,21,I,20453,60.175,184.67,44.513,86.587,1.77E+06,192.07,3.93E+06,PRE
121917Abl_CE5,22,I,21785,69.819,342.15,53.832,69.733,1.52E+06,143.48,3.13E+06,PRE
121917Abl_CE5,23,I,30179,51.883,277.36,51.421,50.721,1.53E+06,178.08,5.37E+06,PRE
121917Abl_CE5,24,I,19843,105.87,149.75,56.791,59.754,1.19E+06,171.43,3.40E+06,PRE
121917Abl_CE5,25,I,23599,64.3,204.23,58.821,64.215,1.52E+06,172.17,4.06E+06,PRE
121917Abl_CE5,26,I,25838,112.85,386.52,58.304,66.218,1.71E+06,159.79,4.13E+06,PRE
121917Abl_CE5,27,I,28221,72.166,251.17,69.971,50.403,1.42E+06,151.04,4.26E+06,PRE
121917Abl_CE5,28,I,26562,95.742,328.37,69.849,46.21,1.23E+06,154.75,4.11E+06,PRE
