Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BC3,4,I,11168,160.9,234.64,4.8669,71.995,8.04E+05,195.02,2.18E+06,DP
080117Abl_BC3,5,I,20821,94.893,224.03,9.114,167.9,3.50E+06,208.78,4.35E+06,PRE
080117Abl_BC3,6,I,15695,153.68,177.76,10.675,60.548,9.50E+05,222.32,3.49E+06,DP
080117Abl_BC3,7,I,17084,207.12,219.4,10.642,166.17,2.84E+06,240.77,4.11E+06,PRE
080117Abl_BC3,8,I,11389,143.55,353.13,15.779,43.507,4.96E+05,216.19,2.46E+06,EPI
080117Abl_BC3,10,I,14253,91.568,281.06,16.6,86.808,1.24E+06,199.49,2.84E+06,DP
080117Abl_BC3,12,I,15178,148.53,259.09,16.39,122.73,1.86E+06,203.19,3.08E+06,PRE
080117Abl_BC3,13,I,17988,177.48,296.56,19.516,181.2,3.26E+06,196.24,3.53E+06,PRE
080117Abl_BC3,15,I,16443,108.15,167.44,21.173,75.817,1.25E+06,221.34,3.64E+06,DP
080117Abl_BC3,16,I,16981,181.47,123.36,26.622,72.252,1.23E+06,210.68,3.58E+06,PRE
080117Abl_BC3,17,I,8653,84.9,226.93,22.694,39.844,3.45E+05,193.58,1.68E+06,EPI
080117Abl_BC3,18,I,27794,149.95,181.32,29.276,80.332,2.23E+06,212.08,5.89E+06,PRE
080117Abl_BC3,20,I,19389,132.22,267.57,31.74,92.362,1.79E+06,194.64,3.77E+06,PRE
080117Abl_BC3,21,I,18822,88.818,309.16,30.103,68.914,1.30E+06,199.45,3.75E+06,PRE
080117Abl_BC3,23,I,17438,75.203,149.35,35.684,52.483,9.15E+05,190.25,3.32E+06,DP
080117Abl_BC3,24,I,11726,65.952,206.38,37.029,43.56,5.11E+05,193.87,2.27E+06,DP
080117Abl_BC3,25,I,9376,63.549,266.7,38.199,49.595,4.65E+05,185.46,1.74E+06,DP
