Embryo_ID,Cell_ID,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum,Identity
013018Abl_CK2,1,I,14224,243.94,251.06,4.9439,78.644,1.12E+06,126.32,1.80E+06,DP
013018Abl_CK2,2,I,17787,174.09,284.64,5.5525,88.415,1.57E+06,139.58,2.48E+06,DP
013018Abl_CK2,3,I,25966,159.73,205.24,8.1353,112.22,2.91E+06,143.38,3.72E+06,PRE
013018Abl_CK2,4,I,20708,200.71,232.24,8.7037,143.92,2.98E+06,129.06,2.67E+06,PRE
013018Abl_CK2,5,I,22640,235.05,181.52,9.7386,82.723,1.87E+06,127.51,2.89E+06,PRE
013018Abl_CK2,6,I,24433,211.15,307.38,12.616,120.64,2.95E+06,157.97,3.86E+06,PRE
013018Abl_CK2,7,I,12476,109.77,254.26,14.954,38.873,4.85E+05,162.37,2.03E+06,EPI
013018Abl_CK2,7.2,I,12476,130,230,17,43.847,,147.665,,EPI
013018Abl_CK2,8,I,25558,146.39,303.42,13.079,65.702,1.68E+06,146.96,3.76E+06,DP
013018Abl_CK2,9,I,21194,185.69,163.36,16.519,79.373,1.68E+06,138.97,2.95E+06,DP
013018Abl_CK2,10,I,5154,171.73,354.64,14.229,44.416,2.29E+05,169.83,8.75E+05,EPI
013018Abl_CK2,11,I,28443,131.13,170.16,22.468,109.6,3.12E+06,161.64,4.60E+06,PRE
013018Abl_CK2,12,I,25968,208.36,131.7,25.188,58.537,1.52E+06,124.81,3.24E+06,DP
013018Abl_CK2,13,I,24176,188.11,257.99,22.967,88.786,2.15E+06,126.1,3.05E+06,PRE
013018Abl_CK2,14,I,14384,112.68,303.79,26.481,56.386,8.11E+05,144.32,2.08E+06,DP
013018Abl_CK2,15,I,31088,188.69,360.27,28.566,66.317,2.06E+06,137.03,4.26E+06,PRE
013018Abl_CK2,17,I,27642,160.3,323.3,32.273,74.999,2.07E+06,148.91,4.12E+06,PRE
013018Abl_CK2,19,I,6712,160.22,219.68,31.786,54.444,3.65E+05,117.42,7.88E+05,DP
013018Abl_CK2,22,I,5087,174.16,115.61,33.94,36.504,1.86E+05,146.14,7.43E+05,DP
013018Abl_CK2,23,I,42857,139.85,155.34,37.577,47.157,2.02E+06,149.65,6.41E+06,PRE
013018Abl_CK2,25,I,16356,97.05,271.51,45.779,38.96,6.37E+05,118.59,1.94E+06,PRE
013018Abl_CK2,26,I,12719,119.55,172.6,46.245,40.362,5.13E+05,142.02,1.81E+06,PRE
