Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
092217Pdgfra_BR1,2,TE,I,21237,266.95,238.35,6.4782,2379.1,5.05E+07,41.514,8.82E+05,404.15,8.58E+06,1482.7,3.15E+07,54.873,1.17E+06
092217Pdgfra_BR1,4,ICM,I,21659,214.34,249.68,11.585,1765.9,3.82E+07,54.154,1.17E+06,1042.2,2.26E+07,1520.4,3.29E+07,53.713,1.16E+06
092217Pdgfra_BR1,5,ICM,I,19446,215.88,299.71,12.122,1326.4,2.58E+07,68.15,1.33E+06,812.12,1.58E+07,1379.5,2.68E+07,57.617,1.12E+06
092217Pdgfra_BR1,6,TE,I,22984,174.78,346.2,12.399,2004.8,4.61E+07,35.224,8.10E+05,551.25,1.27E+07,1398.8,3.22E+07,59.744,1.37E+06
092217Pdgfra_BR1,7,TE,M,14786,253.98,350.39,14.697,2257.9,3.34E+07,29.364,4.34E+05,70.504,1.04E+06,1488.9,2.20E+07,34.087,5.04E+05
092217Pdgfra_BR1,8,ICM,I,16568,163.49,220.75,18.664,2135.4,3.54E+07,108.51,1.80E+06,782.35,1.30E+07,1418.3,2.35E+07,48.957,8.11E+05
092217Pdgfra_BR1,9,ICM,I,14362,166.53,283.63,18.912,1337,1.92E+07,67.076,9.63E+05,542.31,7.79E+06,1297.9,1.86E+07,47.729,6.85E+05
092217Pdgfra_BR1,10,TE,I,20799,218.78,155.74,23.504,2189.1,4.55E+07,31.509,6.55E+05,223.92,4.66E+06,1409.4,2.93E+07,52.62,1.09E+06
092217Pdgfra_BR1,11,ICM,I,10942,195.11,201.2,24.15,1581.6,1.73E+07,72.603,7.94E+05,458.47,5.02E+06,1466.2,1.60E+07,40.161,4.39E+05
092217Pdgfra_BR1,12,TE,I,18068,113.85,312.98,27.215,1924.5,3.48E+07,30.517,5.51E+05,61.49,1.11E+06,1430.4,2.58E+07,48.4,8.74E+05
092217Pdgfra_BR1,13,ICM,I,15145,199.53,333.87,25.784,1308.6,1.98E+07,45.189,6.84E+05,829,1.26E+07,1455.6,2.20E+07,43.314,6.56E+05
092217Pdgfra_BR1,14,ICM,I,19003,122.32,257.85,28.279,1424.4,2.71E+07,75.01,1.43E+06,621.96,1.18E+07,1443.1,2.74E+07,58.126,1.10E+06
092217Pdgfra_BR1,15,TE,I,19386,119.5,201.66,31.34,2107.5,4.09E+07,31.068,6.02E+05,87.951,1.71E+06,1465.8,2.84E+07,46.084,8.93E+05
092217Pdgfra_BR1,16,ICM,I,16465,192.71,250.05,29.1,756.74,1.25E+07,30.905,5.09E+05,893.28,1.47E+07,1434.5,2.36E+07,34.026,5.60E+05
092217Pdgfra_BR1,17,TE,M,14227,332.22,165.35,31.131,2227.4,3.17E+07,29.422,4.19E+05,42.642,6.07E+05,1425.5,2.03E+07,33.79,4.81E+05
092217Pdgfra_BR1,18,ICM,I,12522,175.63,291.07,34.627,706.86,8.85E+06,40.22,5.04E+05,461.91,5.78E+06,1304,1.63E+07,32.975,4.13E+05
092217Pdgfra_BR1,19,ICM,I,19070,150.52,347.96,37.544,1010.2,1.93E+07,51.321,9.79E+05,457.15,8.72E+06,1463.9,2.79E+07,36.694,7.00E+05
092217Pdgfra_BR1,20,ICM,I,15080,180.81,181.24,36.828,1176.3,1.77E+07,46.2,6.97E+05,449.79,6.78E+06,1515.3,2.29E+07,38.024,5.73E+05
092217Pdgfra_BR1,21,TE,M,14455,389.28,263.7,38.41,1718.6,2.48E+07,25.151,3.64E+05,49.134,7.10E+05,1482,2.14E+07,29.678,4.29E+05
092217Pdgfra_BR1,22,TE,I,14460,188.07,384.13,41.161,727.36,1.05E+07,24.787,3.58E+05,98.965,1.43E+06,1419.4,2.05E+07,32.059,4.64E+05
092217Pdgfra_BR1,23,ICM,I,16557,140.38,232.16,44.721,800.31,1.33E+07,48.85,8.09E+05,438.41,7.26E+06,1456.2,2.41E+07,33.283,5.51E+05
092217Pdgfra_BR1,24,ICM,I,13239,130.59,278.48,44.229,585.44,7.75E+06,46.558,6.16E+05,359.99,4.77E+06,1429.7,1.89E+07,31.692,4.20E+05
